score,author,content,description,publishedAt,source,title,url,urlToImage
279,BBC News,"Video In Mexico Beach, Florida, helicopter cameras capture a trail of devastation left after Hurricane Michael swept through.","In Mexico Beach, Florida, helicopter cameras capture a trail of devastation left after Hurricane Michael swept through.",2018-10-11T19:50:05Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Aerial footage shows Hurricane Michael destruction,https://www.bbc.co.uk/news/av/world-us-canada-45831393/aerial-footage-shows-hurricane-michael-destruction,https://ichef.bbci.co.uk/news/1024/branded_news/1FF6/production/_103828180_p06nkr4p.jpg
280,https://www.facebook.com/bbcnews,"Image copyright Getty Images Image caption Florida Governor Rick Scott warned state residents that ""this storm could kill you"" Powerful Hurricane Michael is set to make landfall in Florida later on Wednesday, forcing mass evacuations in the southern US state.… [+6628 chars]","More than 370,000 people have been ordered to evacuate as Hurricane Michael heads towards Florida.",2018-10-10T03:48:18Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael: 'Monstrous' storm set to hit Florida,https://www.bbc.co.uk/news/world-us-canada-45806599,https://ichef.bbci.co.uk/news/1024/branded_news/133CE/production/_103789787_e7318ab0-a086-4ad4-ad58-d08a680d5a51.jpg
281,https://www.facebook.com/bbcnews,"Media caption Hurricane Michael may reach category three strength before it arrives in Florida Hurricane Michael has strengthened to a category two storm, with winds reaching in excess of 100mph (155km/h) as it barrels towards the Florida coast. The storm is … [+3478 chars]",Tens of thousands of people have been told to evacuate before the storm hits Florida on Wednesday.,2018-10-09T12:35:17Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael: 'Monstrous' storm strengthens to category two,https://www.bbc.co.uk/news/world-us-canada-45791180,https://ichef.bbci.co.uk/images/ic/1024x576/p06nc84l.jpg
282,https://www.facebook.com/bbcnews,"Media caption Aerial footage shows the destruction in Mexico Beach, Florida Hurricane Michael has all but rubbed a Florida beach town off the map after landing like the ""mother of all bombs"". The storm smashed into the state's north-west coast near the commun… [+8434 chars]",The storm snapped boats in two and knocked over 30-ton freight rail cars like toys.,2018-10-12T13:16:34Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael erases beach town like 'mother of all bombs',https://www.bbc.co.uk/news/world-us-canada-45839343,https://ichef.bbci.co.uk/images/ic/1024x576/p06nljm9.jpg
283,https://www.facebook.com/bbcnews,"Our selection of some of the most striking news photographs taken around the world this week. Image copyright Joe Raedle/Reuters Image caption Hurricane Michael, the most powerful ever to hit north-west Florida, brought devastation as it made landfall in the … [+1951 chars]","A selection of the best news photographs from around the world, taken over the past week.",2018-10-12T23:54:48Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Week in pictures: 7 - 12 October 2018,https://www.bbc.co.uk/news/in-pictures-45839872,https://ichef.bbci.co.uk/news/1024/branded_news/16F83/production/_103838049_hi049908953.jpg
284,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,Hurricane Michael is projected to be Florida's most dangerous hurricane. CNN's Randi Kaye takes a look at past hurricanes that come close in comparison.,2018-10-10T01:23:38Z,"{'id': 'cnn', 'name': 'CNN'}",A look at Florida's most dangerous hurricanes,https://www.cnn.com/videos/weather/2018/10/10/florida-most-dangerous-hurricanes-kaye-pkg-ac-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181009212021-most-dangerous-hurricanes-florida--super-tease.jpg
285,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"Hurricane Michael is threatening more than 300 miles of the Gulf Coast, prompting emergency declarations in more than 100 counties from Mobile, Alabama, through the Florida Panhandle and into the state's Big Bend region.",2018-10-09T11:34:41Z,"{'id': 'cnn', 'name': 'CNN'}",Track Hurricane Michael's path,https://www.cnn.com/videos/weather/2018/10/09/hurricane-michael-weather-tuesday-update-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181009041048-tuesday-hurricane-michael-update-weather-super-tease.jpg
286,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"CNN's John Berman and Dianne Gallagher report from Panama City Beach, Florida, as Hurricane Michael approaches landfall.",2018-10-10T17:52:57Z,"{'id': 'cnn', 'name': 'CNN'}",Flying debris: See metal sheeting fly past CNN reporters,https://www.cnn.com/videos/weather/2018/10/10/cnn-reporter-in-heavy-rain-winds-hurricane-michael-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181010134701-john-berman-sheet-metal-super-tease.jpg
287,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,CNN's Brooke Baldwin gets an aerial view of the destruction left in the wake of Hurricane Michael.,2018-10-11T14:28:18Z,"{'id': 'cnn', 'name': 'CNN'}",Bird's-eye view: Aerial footage shows catastrophic damage,https://www.cnn.com/videos/us/2018/10/11/brooke-baldwin-hurricane-michael-damage-helicopter-view-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181011100517-hurricane-michael-damage-chooper-shot-1-super-tease.jpg
288,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"Drone footage showing the aftermath of Hurricane Michael reveals a basketball gym in Panama City, Florida, that had some of its sides ripped off and windows blown out.",2018-10-11T01:22:04Z,"{'id': 'cnn', 'name': 'CNN'}",Incredible devastation: Storm shreds school gym,https://www.cnn.com/videos/weather/2018/10/11/panama-city-basketball-court-destroyed-drone-video-ac360-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181010205608-panama-city-gym-destroyed-super-tease.jpg
289,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"CNN's Brooke Baldwin tours the ruins of Mexico Beach, Florida, where residents describe their horror at the sight of what's been lost to Hurricane Michael.",2018-10-12T00:43:58Z,"{'id': 'cnn', 'name': 'CNN'}",Brought to tears: Storm victim's emotional call with loved one,https://www.cnn.com/videos/us/2018/10/12/hurricane-michael-survivors-florida-ruins-baldwin-dnt-ac-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181011204206-hurricane-michael-mexico-beach-survivor-super-tease.jpg
290,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"Russell King and Dr. Lebron Lackey, the homeowners of one of the few houses left standing in Mexico Beach, Florida, following Hurricane Michael, say when they built their home they kept asking themselves what would survive ""The Big One.""",2018-10-16T13:32:44Z,"{'id': 'cnn', 'name': 'CNN'}",This house withstood a historic hurricane,https://www.cnn.com/videos/us/2018/10/16/house-survives-hurricane-michael-homeowners-response-sot-newday-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181015141257-01-mexico-beach-sand-palace-super-tease.jpg
291,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"Mexico Beach, Florida was hit hard by Hurricane Michael, which packed 150 mph winds. Tessa Talarico captured some of the damage on her phone.",2018-10-10T20:09:47Z,"{'id': 'cnn', 'name': 'CNN'}",Flooding: See Michael's devastation in Mexico Beach,https://www.cnn.com/videos/weather/2018/10/10/hurricane-michael-devastation-mexico-beach-orig-instagram-js.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181010154755-hurricane-michael-devastation-mexico-beach-orig-instagram-js-00000000-super-tease.jpg
292,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"A home security camera on St. George Island, Florida, shows ocean waves rolling through residential yards as Hurricane Michael strikes the Florida Panhandle.",2018-10-11T16:53:20Z,"{'id': 'cnn', 'name': 'CNN'}",Security camera shows yard turn into ocean,https://www.cnn.com/videos/weather/2018/10/11/st-george-island-storm-surge-camera-orig-vstan-bdk.cnn,https://cdn.cnn.com/cnnnext/dam/assets/181011124308-st-george-island-mandi-jackson-security-camera-hurricane-michael-1-super-tease.jpg
293,"Holly Yan, CNN","(CNN) Tropical Storm Michael formed near the Yucatan Peninsula on Sunday, and it's on track to wallop the United States. ""The current forecast indicates the storm entering the Gulf of Mexico by Monday morning, strengthening to a hurricane by early Wednesday a… [+798 chars]","Tropical Storm Michael formed near the Yucatan Peninsula on Sunday, and it's on track to wallop the United States.",2018-10-07T19:34:00Z,"{'id': 'cnn', 'name': 'CNN'}",Tropical Storm Michael will likely slam the US as a hurricane this week,https://www.cnn.com/2018/10/07/us/tropical-storm-michael-wxc/index.html,https://cdn.cnn.com/cnn/.e/img/4.0/logos/cnn_logo_social.jpg
294,"Holly Yan, CNN","(CNN) Deserts aren't supposed to get much rain, but Tropical Storm Rosa is flipping the script. Rosa is forecast to make landfall early Tuesday with more than 11 million people under a flash flood watch in the Southwest, CNN meteorologist Michael Guy said. It… [+1693 chars]","Deserts aren't supposed to get much rain, but Tropical Storm Rosa is flipping the script. The storm is expected to dump up to 6 inches of rain on parts of Arizona.",2018-10-02T04:17:32Z,"{'id': 'cnn', 'name': 'CNN'}",Tropical Storm Rosa threatens 11 million people with flooding in the Southwest,https://www.cnn.com/2018/10/02/weather/tropical-storm-rosa-wxc/index.html,https://cdn.cnn.com/cnnnext/dam/assets/180930072857-01-hurricane-rosa-graphic-0930-730am-super-tease.jpg
295,"Jeremy Diamond, CNN","(CNN) President Donald Trump, speaking during a hurricane recovery briefing in Georgia, said he believes ""there is something there"" when asked about climate change, but once again cast doubt on the overwhelming scientific consensus that climate change is caus… [+2637 chars]","President Donald Trump, speaking during a hurricane recovery briefing in Georgia, said he believes ""there is something there"" when asked about climate change, but once again cast doubt on the overwhelming scientific consensus that climate change is caused by …",2018-10-15T22:14:58Z,"{'id': 'cnn', 'name': 'CNN'}","Trump on climate change: 'Man-made or not, I mean, there's something there'",https://www.cnn.com/2018/10/15/politics/trump-climate-change/index.html,https://cdn.cnn.com/cnnnext/dam/assets/181015151701-06-trump-florida-1015-super-tease.jpg
296,Jeffrey Sachs,"Jeffrey Sachs is a professor and director of the Center for Sustainable Development at Columbia University. The opinions expressed in this commentary are those of the author; view more opinion articles on CNN. (CNN) President Donald Trump, Florida Gov. Rick S… [+5665 chars]","Jeffrey Sachs writes President Donald Trump, Florida Governor Rick Scott, Florida Senator Marco Rubio, and others who oppose action to address human-induced climate change should be held accountable for climate crimes against humanity. These politicians have …",2018-10-18T16:17:52Z,"{'id': 'cnn', 'name': 'CNN'}",Trump's failure to fight climate change is a crime against humanity,https://www.cnn.com/2018/10/18/opinions/trumps-failure-to-fight-climate-change-sachs/index.html,https://cdn.cnn.com/cnnnext/dam/assets/181015154920-09-trump-florida-1015-super-tease.jpg
297,"Pat Wiedenkeller, CNN","In a new series of weekly columns (available soon as a newsletter), we're looking back at the strongest, smartest opinion takes of the week from CNN and other outlets. (CNN) A Taylor Swift bump, a Nikki Haley bombshell, some bad-new polls for Republicans abou… [+8761 chars]","A Taylor Swift bump, a Nikki Haley bombshell, some bad-new polls for Republicans about women voters. Women (and girls!) dominated the week's news. But Melania Trump and Michelle Obama had the most arresting turns in the spotlight, showing just how different t…",2018-10-14T12:37:39Z,"{'id': 'cnn', 'name': 'CNN'}",Opinion: A tale of two first ladies,https://www.cnn.com/2018/10/14/opinions/a-tale-of-two-first-ladies-opinion-wrapup-column/index.html,https://cdn.cnn.com/cnnnext/dam/assets/181012141921-20181011-first-ladies-sunday-opinion-column-super-tease.jpg
298,BBC News,,The storm with winds reaching 155mph is causing destruction across Florida's north-west Panhandle region.,2018-10-10T21:29:30Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael: Videos show destruction in US,https://www.bbc.co.uk/news/av/world-us-canada-45817837/hurricane-michael-videos-show-destruction-in-us,https://ichef.bbci.co.uk/news/1024/branded_news/DFF2/production/_103803375_indeximage-2.jpg
299,https://www.facebook.com/bbcnews,"Media caption Aerial footage shows the destruction in Mexico Beach, Florida Rescuers are picking their way through devastated areas of north-west Florida amid fears the death toll from Hurricane Michael will rise. At least 17 deaths have been confirmed so far… [+6023 chars]",Areas of north-west Florida worst hit by Michael's devastation have yet to be fully searched.,2018-10-13T09:02:04Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Hurricane Michael: Fears deaths will rise as 'war zone' searched,https://www.bbc.co.uk/news/world-us-canada-45848895,https://ichef.bbci.co.uk/images/ic/1024x576/p06nljm9.jpg
300,Nick Douglas,"Hurricane Michael will be devastating. Weve written how to track Michaels path online, and how to stay safe during a hurricane. Heres how to watch Hurricane Michael on webcam as it hits the Florida panhandle from the Gulf. Michael is then projected to tear th… [+1175 chars]","Hurricane Michael will be devastating. We’ve written how to track Michael’s path online, and how to stay safe during a hurricane. Here’s how to watch Hurricane Michael on webcam as it hits the Florida panhandle from the Gulf. Michael is then projected to tear…",2018-10-10T13:40:00Z,"{'id': None, 'name': 'Lifehacker.com'}",How to Watch Live Video of Hurricane Michael Online,https://lifehacker.com/how-to-watch-live-video-of-hurricane-michael-online-1829650370,"https://i.kinja-img.com/gawker-media/image/upload/s--c2NSwBNn--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/uykf08y4lrmmowdbsxet.jpg"
301,A.A. Newton,"Large portions of the southeastern United States are preparing for Hurricane Michael, which will make landfall tomorrow morning. The storm has been steadily gaining momentum as it nears the Florida Gulf Coast, and is predicted to reach category 3 strength by … [+681 chars]","Large portions of the southeastern United States are preparing for Hurricane Michael, which will make landfall tomorrow morning. The storm has been steadily gaining momentum as it nears the Florida Gulf Coast, and is predicted to reach category 3 strength by …",2018-10-09T16:30:00Z,"{'id': None, 'name': 'Lifehacker.com'}",How to Track Hurricane Michael,https://lifehacker.com/how-to-track-hurricane-michael-1829623590,"https://i.kinja-img.com/gawker-media/image/upload/s--hzcSBGI_--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/pnasn6uokt6ionyi71je.jpg"
302,Aimée Lutkin,"On Wednesday afternoon, the Florida panhandle was hit with Hurricane Michael. It began as a Category 4 hurricane, and was placed in Category 3 by the time it reached Georgiaunprecedented for the area. Powerful winds and rains are expected throughout Thursday … [+2379 chars]","On Wednesday afternoon, the Florida panhandle was hit with Hurricane Michael. It began as a Category 4 hurricane, and was placed in Category 3 by the time it reached Georgia—unprecedented for the area. Powerful winds and rains are expected throughout Thursday…",2018-10-11T14:37:00Z,"{'id': None, 'name': 'Lifehacker.com'}",How to Help People Affected by Hurricane Michael,https://lifehacker.com/how-to-help-people-affected-by-hurricane-michael-1829674520,"https://i.kinja-img.com/gawker-media/image/upload/s--JRbJcBVi--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/iyqgijst0bh8qls26c0u.jpg"
303,Megan Molteni,"Last Wednesday, Hurricane Michael slammed into the Florida Panhandle at 155 miles per hour, flattening neighborhoods, turning subdivisions into rubble, and plunging the coast into darkness. On Friday, Trevor Lewis packed up two trucks with crowbars, chainsaws… [+7733 chars]","Crowdsource Rescue, a kind of \""Uber for emergencies,\"" has become the leading tool to coordinate volunteer rescuers, helping them check on hundreds of vulnerable individuals.",2018-10-18T19:03:55Z,"{'id': 'wired', 'name': 'Wired'}",An App Built for Hurricane Harvey Is Now Saving Lives in Florida,https://www.wired.com/story/an-app-built-for-hurricane-harvey-is-now-saving-lives-in-florida/,https://media.wired.com/photos/5bc789e4a25f0713c580d540/191:100/pass/michael-1052290194.jpg
304,Adam Rogers,"Michael introduced itself to North America with 155-mile-per-hour gusts of wind and a barometric pressure of 919 millibars, the third-strongest hurricane to ever make continental US landfall. It was a monster, and it stayed a monster as it rolled through Geor… [+4119 chars]","The phenomenon known as 'rapid intensification' used to be rare. With climate change, this most deadly type of hurricane is becoming more common.",2018-10-11T15:00:14Z,"{'id': 'wired', 'name': 'Wired'}","How Hurricane Michael Got Super Big, Super Fast",https://www.wired.com/story/how-hurricane-michael-got-super-big-super-fast/,https://media.wired.com/photos/5bbeb38f2ba3661093860ce7/191:100/pass/michael_18283803721305.jpg
305,Aarian Marshall,"On Wednesday morning, Hurricane Michael barreled through the Florida panhandle. The most powerful storm to hit the region since record-keeping began in the mid-19th century ran roughshod over the states northwest coasts, damaging two local hospitals enough th… [+3996 chars]","What's really scary is that as climate change brings fiercer storms, more places must learn to prepare for disaster.",2018-10-11T23:30:18Z,"{'id': 'wired', 'name': 'Wired'}",Hurricane Michael Hit the Parts of Florida Least Prepared to Flee Its Wrath,https://www.wired.com/story/hurricane-michael-florida-evacuation-plans/,https://media.wired.com/photos/5bbf927a0f3ae02cf6c59026/191:100/pass/michaelpreparation.jpg
306,Rachel Becker,"After intensifying overnight, Hurricane Michael is now pummeling the Florida Panhandle as a Category 4 storm — the strongest hurricane on record to ever strike the region. Hundreds of thousands of people have been ordered to evacuate as Michael’s winds top sp… [+8691 chars]","After intensifying overnight, Hurricane Michael is on track to pummel the Florida Panhandle on October 10th as a Category 4 storm. It’s the strongest hurricane on record that the region has ever seen with winds reaching speeds of 145 miles per hour, and storm…",2018-10-10T17:48:50Z,"{'id': 'the-verge', 'name': 'The Verge'}",How Hurricane Michael became catastrophically strong overnight,https://www.theverge.com/2018/10/10/17960272/hurricane-michael-category-strength-florida-panhandle-intensity,https://cdn.vox-cdn.com/thumbor/XpYtmhZmw4gMNjyp4ClLg0aaieU=/0x104:654x446/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13249023/000.png
307,Rachel Becker,"When Hurricane Michael crashed into the Florida Panhandle on October 10th, the storm cut power to parts of Florida and Georgia in its path, new NASA images show. The pictures are a stark reminder of our energy infrastructure’s vulnerability to natural disaste… [+1851 chars]","When Hurricane Michael crashed into the Florida Panhandle on October 10th, the storm cut power to parts of Florida and Georgia that were in its path, new NASA images show. At this point, the number of customers without power has dropped to 163,000 from the 2.…",2018-10-16T19:16:13Z,"{'id': 'the-verge', 'name': 'The Verge'}",NASA photo shows where Hurricane Michael turned out the lights,https://www.theverge.com/2018/10/16/17984364/hurricane-michael-power-outages-electricity-nasa-earth-observatory,https://cdn.vox-cdn.com/thumbor/G3cD4JvqgA-y5unFKVSEwBuY4ok=/0x52:720x429/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13280829/michael_vir_2018285.jpg
308,James Vincent,"President Donald Trump has been a long-time climate change denier, suggesting that the concept was “created by and for the Chinese in order to make US manufacturing non-competitive.” But, in an interview with CBS’ 60 Minutes last night he backed away slightly… [+2238 chars]","US President Donald Trump said in an interview that he no longer believes climate change is a hoax. But, the president added that he did not believe the warming of the planet was necessarily caused by humans, and suggested it might “change back.”",2018-10-15T09:10:50Z,"{'id': 'the-verge', 'name': 'The Verge'}",Trump admits climate change isn’t a hoax but suggests ‘it’ll change back’,https://www.theverge.com/2018/10/15/17977596/donald-trump-climate-change-hoax-60-minutes-interview,https://cdn.vox-cdn.com/thumbor/k8AJ8XxN-OxBetxlgKLCdpkHLz0=/0x318:4500x2674/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13271859/1052067124.jpg.jpg
309,"Brian Kahn on Earther, shared by Andrew Couts to Gizmodo","Less than a month after facing down Florence, the U.S. faces another historic storm. Hurricane Michael is churning its way toward Floridas Panhandle as a Category 4 monster. As of 7 a.m. on Wednesday, the storms winds were roaring at a sustained 145 mph with … [+1938 chars]","Less than a month after facing down Florence, the U.S. faces another historic storm. Hurricane Michael is churning its way toward Florida’s Panhandle as a Category 4 monster. Read more...",2018-10-10T13:08:00Z,"{'id': None, 'name': 'Gizmodo.com'}",Hurricane Michael's 'Unprecedented' Threat: Liveblog,https://earther.gizmodo.com/category-4-hurricane-michael-poses-unprecedented-threat-1829649930,"https://i.kinja-img.com/gawker-media/image/upload/s--MkN_WMEp--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/ll0omdzqjys8syga0mtq.jpg"
310,"Yessenia Funes on Earther, shared by Andrew Couts to Gizmodo","Not even a week has passed since Hurricane Michael made landfall in the Florida Panhandle as a Category 4 storm, obliterating much of the infrastructure in its path. Despite the fair warning before impact, the state Department of Corrections failed to evacuat… [+3562 chars]","Not even a week has passed since Hurricane Michael made landfall in the Florida Panhandle as a Category 4 storm, obliterating much of the infrastructure in its path. Despite the fair warning before impact, the state Department of Corrections failed to evacuat…",2018-10-15T20:48:00Z,"{'id': None, 'name': 'Gizmodo.com'}","Florida Evacuates 4,000 Inmates From Prisons Damaged by Hurricane Michael",https://earther.gizmodo.com/florida-evacuates-4-000-inmates-from-prisons-damaged-by-1829765012,"https://i.kinja-img.com/gawker-media/image/upload/s--tb3I69wt--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/sxl3vbu1rcwsfhvfarou.jpg"
311,"Brian Kahn on Earther, shared by Tom McKay to Gizmodo","Hurricane Michael is on track to make landfall in Floridas Panhandle Wednesday as one of the fiercest storms the region has ever seen. While Florence drenched the Carolinas with record rainfall and other hurricanes attack with wind, Michaels main threat will … [+2436 chars]","Hurricane Michael is on track to make landfall in Florida’s Panhandle Wednesday as one of the fiercest storms the region has ever seen. While Florence drenched the Carolinas with record rainfall and other hurricanes attack with wind, Michael’s main threat wil…",2018-10-09T20:10:00Z,"{'id': None, 'name': 'Gizmodo.com'}",Why Hurricane Michael Could Bring 13 Feet of Storm Surge,https://earther.gizmodo.com/why-hurricane-michael-could-bring-12-feet-of-storm-surg-1829632584,"https://i.kinja-img.com/gawker-media/image/upload/s--Ady3QwLl--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/nnk6hogpkvljxa8wzbuf.jpg"
312,"Yessenia Funes on Earther, shared by Andrew Couts to Gizmodo","As Hurricane Michael whirled toward Florida over a week ago, Meg Baldwin went into overdrive. As executive director of Refuge House, which works to end domestic violence in the Big Bend, she had to ensure her organization was ready for what she knew was comin… [+5745 chars]","As Hurricane Michael whirled toward Florida over a week ago, Meg Baldwin went into overdrive. As executive director of Refuge House, which works to end domestic violence in the Big Bend, she had to ensure her organization was ready for what she knew was comin…",2018-10-19T17:33:00Z,"{'id': None, 'name': 'Gizmodo.com'}",Surge in Domestic Violence Feared in Wake of Hurricane Michael,https://earther.gizmodo.com/surge-in-domestic-violence-feared-in-wake-of-hurricane-1829866881,"https://i.kinja-img.com/gawker-media/image/upload/s--H4N0t9h0--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/mwj0kgiyko6pocuc0qa8.jpg"
313,Dell Cameron,The head of the Federal Communications Commission on Tuesday slammed wireless carriers over what he described as unsuitably slow progress in restoring communications in the aftermath of Hurricane Michael. Even though efforts to restore communications services… [+2518 chars],The head of the Federal Communications Commission on Tuesday slammed wireless carriers over what he described as unsuitably slow progress in restoring communications in the aftermath of Hurricane Michael. Read more...,2018-10-16T22:55:00Z,"{'id': None, 'name': 'Gizmodo.com'}",FCC Butts Heads With Wireless Carriers Over Hurricane Michael Response,https://gizmodo.com/fcc-butts-heads-with-wireless-carriers-over-hurricane-m-1829797679,"https://i.kinja-img.com/gawker-media/image/upload/s--wJEVps__--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/rqglsnks5hqlxl9npy9k.jpg"
314,"Tom McKay on Earther, shared by Tom McKay to Gizmodo","Hurricane Michael, an unprecedented storm that slammed into the Florida Panhandle at Category 4 strength, may well be an arbiter of things to come in a world where climate change is poised to make such devastating hurricanes all the more likely. But it also g… [+3285 chars]","Hurricane Michael, an unprecedented storm that slammed into the Florida Panhandle at Category 4 strength, may well be an arbiter of things to come in a world where climate change is poised to make such devastating hurricanes all the more likely. But it also g…",2018-10-22T00:05:00Z,"{'id': None, 'name': 'Gizmodo.com'}",Report: Hurricane Michael's Storm Surge Dredged Up 119-Year-Old Vessels Wrecked By Carrabelle Hurricane,https://earther.gizmodo.com/report-hurricane-michaels-storm-surge-dredged-up-119-y-1829898375,"https://i.kinja-img.com/gawker-media/image/upload/s--frU3djWC--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/obneaql61seyozxjo7j0.jpg"
315,Dell Cameron,"The Federal Communications Commission on Friday released an update regarding areas suffering wireless, cable, and radio service outages due to Hurricane Michael, which made landfall near Bay County, Florida, on Wednesday. As of today, Hurricane Michael has ha… [+1573 chars]","The Federal Communications Commission on Friday released an update regarding areas suffering wireless, cable, and radio service outages due to Hurricane Michael, which made landfall near Bay County, Florida, on Wednesday. Read more...",2018-10-12T22:25:00Z,"{'id': None, 'name': 'Gizmodo.com'}","Widespread Cable, Internet, and Radio Outages Follow Hurricane Michael's Path of Destruction",https://gizmodo.com/widespread-cable-internet-and-radio-outages-follow-hu-1829721185,"https://i.kinja-img.com/gawker-media/image/upload/s--OiXvtDO8--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/ho5dlccwvs6kpcoq1dib.jpg"
316,"Tom McKay on Earther, shared by Tom McKay to Gizmodo","The death toll from Hurricane Michael, an unprecedented storm which slammed into the Florida Panhandle near Mexico Beach at Category 4 strength last week, is expected to rise from the latest count of 18 across the states of Florida, Georgia, North Carolina an… [+3664 chars]","The death toll from Hurricane Michael, an unprecedented storm which slammed into the Florida Panhandle near Mexico Beach at Category 4 strength last week, is expected to rise from the latest count of 18 across the states of Florida, Georgia, North Carolina an…",2018-10-13T19:15:00Z,"{'id': None, 'name': 'Gizmodo.com'}","Death Toll From Hurricane Michael Is Now at Least 18, and Expected to Keep Rising",https://earther.gizmodo.com/death-toll-from-hurricane-michael-is-now-at-least-18-a-1829732389,"https://i.kinja-img.com/gawker-media/image/upload/s--oFejgeYU--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/limncjrzi56ge3bcnfxt.jpg"
317,"Maddie Stone on Earther, shared by Andrew Couts to Gizmodo","The red tide thats plagued Floridas Gulf Coast for a year and made a rare jump east earlier this month wasnt vanquished by Hurricane Michael. Instead the toxic algae bloom has continued to move up the states Atlantic coast, befouling beaches and raising fears… [+3519 chars]","The red tide that’s plagued Florida’s Gulf Coast for a year and made a rare jump east earlier this month wasn’t vanquished by Hurricane Michael. Instead the toxic algae bloom has continued to move up the state’s Atlantic coast, befouling beaches and raising f…",2018-10-24T16:22:00Z,"{'id': None, 'name': 'Gizmodo.com'}",No End in Sight for Florida’s Algae Emergency as Red Tide Spreads up Atlantic Coast,https://earther.gizmodo.com/red-tide-has-spread-up-floridas-atlantic-coast-with-no-1829934493,"https://i.kinja-img.com/gawker-media/image/upload/s--rmSxfDk7--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/yxktlgkw7mcdskufeowm.jpg"
318,"Brian Kahn on Earther, shared by Harrison Weber to Gizmodo","The sun isnt up on Hurricane Willa, but its clear the storm is a monster. GIF: Colorado State University It was a nice two weeks of quiet in the tropics, wasnt it? Unfortunately, that quiet is over. Over the weekend, Hurricane Willa rapidly intensified into a… [+2456 chars]","It was a nice two weeks of quiet in the tropics, wasn’t it? Unfortunately, that quiet is over. Over the weekend, Hurricane Willa rapidly intensified into a Category 4 beast that’s beelining for the Mexican coast. It will bring fierce winds, powerful surf, and…",2018-10-22T14:03:00Z,"{'id': None, 'name': 'Gizmodo.com'}","Hurricane Willa Approaches Category 5 Strength, on a Collision Course With Mexico’s West Coast",https://earther.gizmodo.com/hurricane-willa-approaches-category-5-strength-on-a-co-1829905960,"https://i.kinja-img.com/gawker-media/image/upload/s--3xM3ecpr--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/br42u0thv9vaovdslxhq.jpg"
319,"Maddie Stone on Earther, shared by Mario Aguilar to Gizmodo","As scientists warnings about climate change become increasingly dire, our conversations about extreme weather events have become increasingly political. There will always be those who chastise the climate-concerned public for politicizing the storm but theres… [+4921 chars]","As scientists’ warnings about climate change become increasingly dire, our conversations about extreme weather events have become increasingly political. There will always be those who chastise the climate-concerned public for “politicizing the storm” but the…",2018-10-15T13:23:00Z,"{'id': None, 'name': 'Gizmodo.com'}",Don't Blame Storm Victims for This,https://earther.gizmodo.com/dont-blame-storm-victims-for-this-1829731154,"https://i.kinja-img.com/gawker-media/image/upload/s--JKrtKmeY--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/js94cqenatnqhemvjuih.jpg"
